DRAIN_SQKM,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,NDAMS_2009,DDENS_2009,STOR_NID_2009,STOR_NOR_2009,MAJ_NDAMS_2009,MAJ_DDENS_2009,PROXIM_NEAREST_DAM,PROXIM_DIS_ALLDAMS,PROXIM_NEAREST_MAJ_DAM,PROXIM_DIS_ALL_MAJ_DAMS,CANALS_PCT,PROXIM_NEAREST_CANAL,PROXIM_DIS_ALLCANALS,CANALS_MAINSTEM_PCT,NPDES_MAJ_DENS,PROXIM_NEAREST_MAJ_NPDES,PROXIM_DIS_ALL_MAJ_NPDES,FRESHW_WITHDRAWAL,MINING92_PCT,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER,FRAGUN_BASIN,HIRES_LENTIC_NUM,HIRES_LENTIC_DENS,HIRES_LENTIC_MEANSIZ,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,MAINS100_DEV,MAINS100_FOREST,MAINS100_PLANT,MAINS100_11,MAINS100_12,MAINS100_21,MAINS100_22,MAINS100_23,MAINS100_24,MAINS100_31,MAINS100_41,MAINS100_42,MAINS100_43,MAINS100_52,MAINS100_71,MAINS100_81,MAINS100_82,MAINS100_90,MAINS100_95,MAINS800_DEV,MAINS800_FOREST,MAINS800_PLANT,MAINS800_11,MAINS800_12,MAINS800_21,MAINS800_22,MAINS800_23,MAINS800_24,MAINS800_31,MAINS800_41,MAINS800_42,MAINS800_43,MAINS800_52,MAINS800_71,MAINS800_81,MAINS800_82,MAINS800_90,MAINS800_95,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,RIP100_12,RIP100_21,RIP100_22,RIP100_23,RIP100_24,RIP100_31,RIP100_41,RIP100_42,RIP100_43,RIP100_52,RIP100_71,RIP100_81,RIP100_82,RIP100_90,RIP100_95,RIP800_DEV,RIP800_FOREST,RIP800_PLANT,RIP800_11,RIP800_12,RIP800_21,RIP800_22,RIP800_23,RIP800_24,RIP800_31,RIP800_41,RIP800_42,RIP800_43,RIP800_52,RIP800_71,RIP800_81,RIP800_82,RIP800_90,RIP800_95,CDL_CORN,CDL_SORGHUM,CDL_SOYBEANS,CDL_SUNFLOWERS,CDL_BARLEY,CDL_SPRING_WHEAT,CDL_WINTER_WHEAT,CDL_OATS,CDL_ALFALFA,CDL_OTHER_HAYS,CDL_DRY_BEANS,CDL_POTATOES,CDL_FALLOW_IDLE,CDL_OTHER_CROPS,CDL_ALL_OTHER_LAND,NITR_APP_KG_SQKM,PHOS_APP_KG_SQKM,PESTAPP_KG_SQKM,PDEN_2000_BLOCK,PDEN_DAY_LANDSCAN_2007,PDEN_NIGHT_LANDSCAN_2007,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV,PADCAT1_PCT_BASIN,PADCAT2_PCT_BASIN,PADCAT3_PCT_BASIN,HGA,HGB,HGAD,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_NORTHNESS,ASPECT_EASTNESS,median
11837.9,15,1.53,53.8,25.76,6.83,11.8,14.67,2.906,21.2,-0.84,2.803,3.3,51.7,51,264.3,154.2,279,125,80.3,55,9.2,4.1,6,3,530.2,33.4,0.051,4.8,4.18,5.38,4.39,4.17,2.15,4.84,5.04,4.59,5.62,4.75,3.88,-4.21,-2.02,1.25,5.54,10.55,15.6,18.81,17.76,13.77,8.06,1.13,-3.15,39,0.33,49.72,46.0,8,0.07,0.938091143594153,0.7433361994840928,0.9062768701633706,0.7259243336199483,5.6,0.927128116938951,0.7637575236457437,0.0,0.0,0.0,0.0,72.2,0.04,1.03,4,119.1,0.69,6,2.33,0.48,2.31,0.33,56.1,1.3,4.2,10.58,197.9,58.91,17.15,8.37,4.12,3.94,1.09,6.42,5.8,4965,0.419,7.8,0.48,65.57,2.29,0.21,0.0,0.38,0.1,0.01,0.0,1.83,21.83,42.59,1.15,24.04,5.07,2.02,0.26,0.51,0.01,4.65,37.84,4.69,5.0,0.0,3.74,0.84,0.06,0.0,2.33,13.19,24.39,0.26,27.05,0.66,3.67,1.02,17.75,0.03,1.77,49.86,2.82,2.14,0.0,1.39,0.33,0.05,0.0,2.54,14.53,34.68,0.65,35.57,0.97,2.12,0.7,4.31,0.01,1.01,64.7,3.5,0.67,0.0,0.76,0.24,0.01,0.0,0.73,23.11,40.57,1.01,23.75,3.41,3.26,0.24,2.21,0.02,0.56,66.17,2.58,0.27,0.0,0.44,0.11,0.01,0.0,1.21,22.27,42.7,1.2,24.19,4.39,2.31,0.27,0.63,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.11,0.74,0.03,0.0,0.08,0.04,98.89,219.7,52.5,1.3,0.83,1.1,0.9,0.82,0.28,0.22,0.0,0.53,7.15,67.81,2.04,32.5,0.0,36.08,29.38,0.0,0.13,1.62,1.35,0.7,5.99,43.3,83.99,55.15,79.4,28.33,40.8,30.87,0.25,18.57,2373.3,4330,1381,2350,484.5,1301,0.336,0.329,18.0,0.124,-0.992,-39.160747762258076
137.6,4,1.89,50.78,25.53,8.23,11.9,15.4,3.382,21.1,1.77,2.703,3.7,52.0,52,275.8,139.7,286,119,67.5,57,7.2,4.0,6,3,596.9,31.6,0.059,4.26,3.57,5.37,4.88,4.05,2.11,3.95,4.36,3.59,5.98,4.99,3.73,-3.44,-0.74,3.11,7.37,12.49,17.86,21.28,20.13,15.61,9.25,2.12,-2.18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.45,0,0.0,0.45,3,1.21,0.0,0.0,0.06,60.1,0.0,0.0,10.82,12.2,42.92,47.66,9.42,0.0,0.0,0.0,0.0,7.0,16,0.116,4.8,0.77,65.31,1.23,0.0,0.0,0.74,0.03,0.0,0.0,1.41,14.96,47.99,2.36,28.98,0.96,0.79,0.44,1.34,0.0,1.41,46.06,4.59,0.0,0.0,1.15,0.26,0.0,0.0,0.14,8.79,33.85,3.42,34.91,0.23,3.47,1.12,12.65,0.0,1.18,48.5,3.52,0.0,0.0,1.1,0.09,0.0,0.0,1.19,7.73,38.66,2.12,41.63,0.5,2.26,1.26,3.46,0.0,1.08,62.54,2.62,0.0,0.0,0.92,0.15,0.0,0.0,0.06,15.42,44.6,2.51,26.08,0.1,2.07,0.55,7.51,0.0,0.97,64.27,1.92,0.0,0.0,0.92,0.05,0.0,0.0,0.6,13.95,48.49,1.83,29.69,0.49,1.25,0.67,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.35,0.02,0.0,0.0,0.02,0.0,99.59,38.1,7.7,0.2,2.92,1.72,2.52,0.92,0.38,0.31,0.0,0.0,0.0,67.99,5.84,49.71,0.0,17.14,27.31,0.0,0.1,4.72,1.39,0.86,6.0,44.24,77.86,35.41,71.85,16.61,32.18,51.21,0.23,14.7,2127.1,3737,1248,2005,583.5,1258,0.353,0.304,26.4,0.765,-0.645,-0.8814231293925037
74.3,6,0.97,66.99,33.04,6.51,9.7,13.05,2.976,17.8,0.02,2.672,3.3,52.1,52,270.7,149.9,280,133,75.1,61,8.4,4.1,6,3,523.8,35.2,0.117,6.52,5.53,7.64,6.87,4.67,2.42,4.14,5.5,4.73,6.93,6.51,5.58,-4.01,-2.24,0.97,4.78,9.76,15.04,18.32,17.24,13.06,7.27,0.71,-2.85,1,1.35,0.7,0.45,0,0.0,0.975494411006019,0.975494411006019,0.0,0.0,1.33,0.9832330180567498,0.983018056749785,3.79,0.0,0.0,0.0,2.1,0.0,0.67,0,0.0,0.82,2,1.82,0.28,0.0,0.13,55.8,0.0,0.0,9.43,19.3,75.31,24.69,0.0,0.0,0.0,0.0,0.0,5.8,23,0.31,4.3,0.0,73.1,0.74,0.04,0.0,0.0,0.0,0.0,0.0,2.83,30.86,39.09,3.16,16.72,6.12,0.74,0.0,0.45,0.0,0.0,67.05,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.41,28.28,0.36,19.87,9.06,4.02,0.0,0.0,0.0,0.0,77.12,2.31,0.11,0.0,0.0,0.0,0.0,0.0,0.06,46.9,29.13,1.09,12.75,7.65,2.31,0.0,0.01,0.0,0.0,70.57,1.46,0.04,0.0,0.0,0.0,0.0,0.0,1.82,32.82,35.49,2.26,20.51,3.55,1.46,0.0,2.06,0.0,0.0,73.34,0.87,0.05,0.0,0.0,0.0,0.0,0.0,2.12,32.03,37.85,3.45,18.33,4.74,0.87,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.98,20.0,4.5,0.1,0.0,0.12,0.0,0.68,0.35,0.18,0.0,4.79,0.0,86.2,5.74,42.31,0.0,21.48,30.48,0.0,0.1,4.38,1.38,1.25,6.0,42.8,72.01,36.01,66.56,18.47,33.98,47.55,0.19,19.01,2553.0,3783,1647,2465,490.8,1677,0.424,0.383,25.3,-0.048,-0.999,-19.07182700471825
75.3,6,0.97,66.52,32.01,6.55,9.7,13.12,3.01,18.3,0.07,2.682,3.2,52.1,52,270.8,149.6,280,133,75.0,62,8.4,4.1,7,4,526.0,35.1,0.116,6.45,5.48,7.57,6.81,4.65,2.41,4.13,5.47,4.7,6.9,6.46,5.53,-3.99,-2.2,1.02,4.86,9.83,15.11,18.4,17.32,13.13,7.33,0.75,-2.83,1,1.33,0.69,0.44,0,0.0,0.9742046431642304,0.9742046431642304,0.0,0.0,1.31,0.9834479793637145,0.983018056749785,0.0,0.0,0.0,0.0,2.1,0.0,0.67,0,0.0,0.82,2,1.14,0.28,0.0,0.13,55.9,0.0,0.0,9.44,19.1,74.44,25.56,0.0,0.0,0.0,0.0,0.0,5.8,23,0.305,4.3,0.0,72.21,0.73,0.04,0.0,0.0,0.0,0.0,0.0,2.86,30.43,38.66,3.12,17.66,6.04,0.73,0.0,0.46,0.0,0.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,30.46,32.29,0.84,22.27,0.1,0.0,0.0,9.23,0.0,0.0,65.38,0.03,0.03,0.0,0.0,0.0,0.0,0.0,4.28,33.88,29.94,1.56,25.68,2.84,0.03,0.0,1.76,0.0,0.0,69.78,1.44,0.04,0.0,0.0,0.0,0.0,0.0,1.87,32.39,35.16,2.23,21.26,3.51,1.44,0.0,2.1,0.0,0.0,72.27,0.86,0.05,0.0,0.0,0.0,0.0,0.0,2.17,31.51,37.37,3.39,19.43,4.67,0.86,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,99.98,20.1,4.5,0.1,0.0,0.12,0.0,0.68,0.34,0.18,0.0,4.73,0.0,86.39,5.66,41.73,0.0,21.23,31.38,0.0,0.1,4.42,1.38,1.23,6.0,42.38,72.05,35.88,66.58,18.4,33.87,47.73,0.19,18.9,2540.5,3783,1628,2454,496.8,1628,0.423,0.383,25.1,-0.068,-0.998,-3.873796716450767
194.9,5,2.22,93.7,56.41,-1.94,-0.6,5.32,1.508,9.9,-6.7,1.159,-7.4,53.9,56,229.7,206.2,225,203,94.4,92,10.1,6.0,10,6,306.6,68.3,0.12,8.18,8.22,9.84,9.07,11.16,6.47,3.73,5.44,7.37,7.51,8.25,8.51,-9.94,-8.62,-6.33,-2.64,2.16,7.1,11.5,10.7,5.57,0.1,-6.25,-9.34,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0,0.0,0.62,4,1.08,33.85,4.51,4.88,61.0,0.0,0.0,10.01,17.7,58.18,15.9,25.25,0.67,0.0,0.0,0.0,8.1,786,4.033,12.1,0.0,16.12,0.01,3.74,0.98,0.0,0.0,0.0,0.0,4.55,0.93,14.92,0.26,34.31,40.23,0.01,0.0,0.04,0.03,0.0,40.79,0.0,1.96,0.0,0.0,0.0,0.0,0.0,1.31,5.65,33.1,2.04,47.43,7.87,0.0,0.0,0.37,0.27,0.0,34.64,0.0,0.82,0.0,0.0,0.0,0.0,0.0,2.25,4.97,28.99,0.69,47.99,14.08,0.0,0.0,0.09,0.13,0.0,22.64,0.0,16.05,0.18,0.0,0.0,0.0,0.0,2.03,1.56,20.55,0.53,35.1,23.77,0.0,0.0,0.14,0.09,0.0,16.93,0.0,4.66,0.7,0.0,0.0,0.0,0.0,3.76,1.0,15.74,0.19,36.48,37.39,0.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,237.2,72.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,99.93,0.0,0.07,13.74,35.59,0.0,0.0,50.67,0.0,0.08,2.72,1.44,0.32,5.96,60.0,68.69,31.85,59.23,18.76,35.19,46.05,0.14,23.72,3181.8,4168,2280,3205,289.8,2291,0.478,0.49,31.3,-0.682,-0.731,-9.386693017127802
9895.1,14,1.66,50.41,19.85,0.75,2.9,9.1,2.138,12.8,-6.63,0.978,-6.1,50.9,49,227.3,194.8,235,181,82.1,49,9.0,5.1,6,3,382.3,53.6,0.092,5.04,4.26,4.77,4.53,5.65,3.71,3.23,3.18,3.85,3.5,4.56,4.16,-10.3,-8.63,-4.95,0.32,5.53,10.08,13.97,13.06,8.21,2.63,-4.99,-9.51,24,0.24,18.13,13.18,5,0.05,0.9103611349957008,0.8342648323301807,0.9039122957867584,0.8267411865864145,6.48,0.9937661220980224,0.8772570937231298,0.0,0.0,0.0,0.0,25.9,0.01,5.61,0,0.0,0.96,15,2.31,5.5,62.78,1.22,64.6,0.0,0.5,11.28,190.1,48.58,15.78,10.31,6.38,2.27,3.08,13.6,10.6,8447,0.854,14.2,0.6,19.24,6.24,1.03,0.11,0.49,0.1,0.01,0.0,1.04,1.6,17.5,0.14,58.0,8.52,6.24,0.0,2.02,3.2,0.39,6.9,10.6,10.56,0.0,0.29,0.1,0.0,0.0,0.1,0.91,5.93,0.06,22.6,6.7,10.6,0.0,24.22,17.93,1.09,10.48,17.43,2.58,0.05,0.76,0.31,0.01,0.0,0.64,0.92,9.52,0.04,37.02,8.17,17.43,0.0,9.64,12.9,0.77,14.04,9.71,2.1,0.01,0.62,0.14,0.01,0.0,0.55,1.28,12.57,0.19,54.61,5.12,9.71,0.0,6.33,6.76,0.65,18.05,7.02,1.15,0.04,0.53,0.11,0.01,0.0,0.89,1.42,16.5,0.13,59.08,7.13,7.02,0.0,2.36,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.95,0.0,0.0,0.0,0.0,96.02,474.5,111.6,1.2,0.52,0.43,0.55,0.77,0.28,0.19,0.07,15.17,0.39,45.29,4.16,47.31,0.0,13.64,34.88,0.0,0.1,3.3,1.37,0.48,5.6,50.04,73.21,39.06,69.06,18.48,37.16,44.36,0.22,15.9,2562.2,4174,2063,2394,420.9,1990,0.236,0.157,13.3,-0.904,0.427,-18.83550957707263
398.3,7,1.44,58.17,33.17,1.45,2.2,9.23,1.373,11.3,-4.8,0.565,-4.2,50.0,50,237.7,183.8,237,182,86.1,69,9.8,5.1,7,4,388.4,57.6,0.187,7.03,5.66,6.31,5.81,5.62,3.58,2.92,2.75,3.58,4.11,5.88,5.39,-8.24,-6.66,-3.89,0.72,5.82,10.14,14.66,13.97,8.95,3.29,-4.2,-7.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.24,0.9759243336199485,0.9718400687876182,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0,0.0,0.82,4,1.41,0.21,0.25,0.09,72.3,0.0,1.5,11.44,37.9,61.89,20.68,12.1,2.6,0.0,0.0,2.73,1.6,146,0.367,2.3,0.0,27.7,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.06,1.5,26.08,0.12,48.18,22.12,0.26,0.0,1.13,0.54,0.0,23.37,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.39,22.59,0.4,38.44,10.61,0.76,0.0,21.72,5.06,0.0,27.52,0.65,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.73,26.5,0.29,46.94,17.47,0.65,0.0,5.37,2.05,0.0,26.87,0.66,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.57,0.3,49.13,16.68,0.66,0.0,4.77,1.87,0.0,29.13,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.03,1.51,27.49,0.13,47.28,21.23,0.31,0.0,1.35,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,99.52,215.1,64.0,0.0,0.0,0.0,0.0,0.52,0.22,0.03,0.0,0.0,0.0,77.1,3.42,49.73,0.0,19.19,27.66,0.0,0.12,2.98,1.32,0.88,5.69,46.44,69.7,47.31,66.77,18.64,51.2,30.15,0.23,25.4,2471.4,3086,2121,2437,186.7,2121,0.363,0.327,18.9,-0.544,0.839,-16.69564587408535
10861.7,15,1.55,49.39,19.69,0.88,3.2,9.24,2.153,12.3,-6.5,1.048,-5.7,50.8,49,228.2,193.6,242,176,80.9,46,8.9,5.0,6,2,386.0,52.8,0.092,4.94,4.16,4.68,4.48,5.53,3.64,3.17,3.12,3.77,3.45,4.46,4.06,-10.18,-8.49,-4.8,0.46,5.67,10.22,14.13,13.24,8.36,2.75,-4.88,-9.39,25,0.23,33.6,29.09,6,0.06,0.9961306964746346,0.8056749785038693,0.9961306964746346,0.8239466895958727,6.24,0.9724849527085124,0.8430782459157352,0.0,0.0,0.0,0.0,25.9,0.01,1.62,1,10.0,0.94,15,2.27,5.57,65.61,1.41,65.2,0.0,0.7,11.3,179.7,49.42,15.86,10.21,6.33,2.1,3.16,12.93,10.1,8666,0.798,17.7,0.58,18.59,5.87,1.1,0.1,0.46,0.11,0.01,0.0,1.21,1.52,16.94,0.13,59.01,8.66,5.87,0.0,1.94,2.94,0.58,6.24,10.35,13.07,0.0,0.35,0.23,0.0,0.0,3.09,0.82,5.36,0.05,21.59,6.54,10.35,0.0,22.25,16.29,1.42,9.35,16.27,5.63,0.05,0.91,0.49,0.01,0.0,2.78,0.81,8.51,0.03,36.58,7.62,16.27,0.0,8.81,11.49,0.75,13.85,9.33,2.12,0.01,0.6,0.14,0.01,0.0,0.69,1.22,12.45,0.19,55.4,5.34,9.33,0.0,6.18,6.32,0.63,17.58,6.63,1.22,0.04,0.5,0.12,0.01,0.0,1.06,1.36,16.1,0.13,59.86,7.37,6.62,0.0,2.28,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.73,0.0,0.0,0.0,0.0,96.22,449.7,106.1,1.2,0.47,0.42,0.5,0.78,0.29,0.2,0.06,13.82,0.36,47.68,4.62,46.13,0.0,13.89,35.36,0.0,0.1,3.31,1.37,0.49,5.62,49.32,73.89,39.81,69.88,18.45,37.7,43.85,0.22,15.83,2562.2,4174,2063,2394,420.9,1949,0.236,0.157,13.3,-0.869,0.494,-11.911371782339518
4504.4,13,2.16,28.52,20.58,2.95,3.9,11.47,1.496,13.2,-5.81,1.054,-4.6,52.5,51,242.0,172.5,242,169,58.3,53,6.7,3.7,6,3,458.0,37.2,0.151,1.88,1.52,2.12,2.85,4.17,2.65,2.68,2.12,2.79,2.15,1.95,1.55,-10.4,-8.21,-3.35,2.39,7.82,12.76,16.67,15.61,10.38,4.08,-3.91,-9.18,10,0.22,20.57,15.56,2,0.04,0.9148753224419603,0.866079105760963,0.9148753224419603,0.9140154772141015,5.55,0.9582975064488393,0.9309974204643163,0.0,0.0,0.0,0.0,15.8,0.02,0.0,0,0.0,0.87,6,2.18,1.23,6.06,0.48,56.4,0.0,0.8,12.72,533.0,50.83,16.07,8.06,4.61,5.67,1.81,12.96,3.5,1235,0.274,17.5,0.55,3.73,1.64,0.23,0.0,0.41,0.13,0.0,0.0,0.47,0.49,3.22,0.02,81.5,10.92,1.63,0.01,0.28,0.67,0.64,10.02,0.37,4.26,0.0,0.48,0.16,0.0,0.0,0.11,0.93,9.03,0.06,56.7,11.8,0.33,0.04,7.01,9.09,1.23,11.54,3.61,2.16,0.0,0.83,0.39,0.02,0.0,0.36,1.01,10.48,0.04,62.9,13.12,3.61,0.01,1.89,3.19,0.64,3.93,2.23,0.47,0.0,0.49,0.14,0.0,0.0,0.26,0.68,3.19,0.06,81.17,8.52,2.2,0.03,1.03,1.75,0.59,4.11,1.95,0.27,0.0,0.45,0.14,0.0,0.0,0.27,0.55,3.55,0.02,81.46,10.25,1.93,0.02,0.34,0.75,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.01,0.61,0.33,0.0,0.0,0.0,0.01,98.95,252.8,57.7,1.0,0.11,0.08,0.1,1.11,0.43,0.34,0.03,3.26,0.0,6.66,5.58,31.37,0.0,21.52,41.54,0.0,0.11,3.4,1.36,0.35,5.72,40.43,86.67,43.47,83.5,16.84,34.91,48.25,0.27,9.06,2200.9,3932,1962,2142,235.9,1935,0.121,0.091,4.4,-0.721,-0.693,-22.616161616161616
25211.5,15,1.24,35.4,20.08,2.71,5.2,10.95,2.242,14.9,-5.02,2.095,-2.6,52.0,54,238.6,177.8,251,152,66.3,54,7.5,4.1,7,3,442.4,40.8,0.072,2.95,2.48,3.07,3.35,4.51,2.87,2.7,2.44,3.06,2.71,2.85,2.45,-9.3,-7.34,-3.2,2.15,7.47,12.3,16.28,15.31,10.22,4.21,-3.5,-8.34,53,0.21,20.37,17.33,14,0.06,0.9954858125537402,0.7766552020636285,0.9473344797936372,0.8063198624247636,4.21,0.9537833190025795,0.7433361994840928,0.0,0.0,0.9666809974204643,0.9666809974204643,17.4,0.2,0.0,3,2435.7,0.83,18,2.14,3.59,74.53,0.72,60.4,0.0,1.0,12.26,238.6,54.5,15.2,9.55,5.02,3.04,2.9,9.79,5.8,10463,0.415,17.4,0.73,8.74,2.84,0.56,0.05,0.48,0.19,0.05,0.01,1.24,0.75,7.92,0.06,75.38,7.99,2.84,0.01,0.96,1.5,1.26,4.63,7.82,16.15,0.0,0.4,0.64,0.17,0.04,2.25,0.61,3.97,0.04,25.03,5.8,7.82,0.0,20.64,16.41,2.43,6.75,12.13,5.41,0.03,0.9,1.0,0.42,0.12,2.31,0.59,6.14,0.02,46.3,6.28,12.13,0.0,7.93,10.43,0.86,7.52,4.96,1.28,0.01,0.57,0.22,0.05,0.01,0.99,0.75,6.66,0.11,71.01,6.22,4.95,0.01,3.44,3.73,0.8,8.79,3.38,0.66,0.02,0.52,0.21,0.06,0.01,1.06,0.73,8.0,0.07,75.06,7.26,3.38,0.01,1.18,1.78,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.14,1.67,0.0,0.0,0.0,0.0,98.16,264.3,63.5,0.7,1.28,1.21,1.12,0.95,0.36,0.36,0.04,6.9,0.15,40.58,6.32,32.55,0.0,18.78,42.36,0.0,0.11,3.38,1.36,0.4,5.75,41.13,81.69,42.26,78.2,17.27,36.52,46.21,0.25,10.85,2321.0,4191,1937,2183,354.8,1847,0.17,0.109,8.3,-0.941,0.338,-9.232692916327256
143.4,15,1.45,78.61,60.47,0.64,2.5,7.65,1.657,10.6,-8.06,0.843,-6.0,48.4,50,240.7,187.2,240,181,90.0,69,9.3,6.2,7,5,355.9,62.6,0.115,6.78,6.61,8.63,9.36,8.0,4.54,4.52,4.92,5.68,6.37,7.5,5.71,-9.22,-8.6,-6.29,-2.28,2.67,7.18,11.19,10.45,5.91,0.8,-5.96,-8.83,4,2.79,142.13,124.58,1,0.7,0.9858125537403267,0.9802235597592434,0.9843078245915735,0.9843078245915735,0.01,1.0,1.0,0.0,0.0,0.0,0.0,28.1,0.0,0.0,0,0.0,0.69,3,1.27,5.42,3.76,3.35,63.6,0.0,3.9,10.56,58.6,55.26,12.24,30.56,0.0,0.0,0.0,1.93,7.1,387,2.698,12.4,0.5,66.42,0.0,1.57,0.01,0.18,0.32,0.0,0.0,10.27,0.37,65.83,0.22,11.61,9.0,0.0,0.0,0.61,0.01,1.31,67.34,0.0,8.16,0.0,0.82,0.49,0.0,0.0,2.51,0.87,65.35,1.13,12.66,4.09,0.0,0.0,3.8,0.12,1.04,78.79,0.0,3.5,0.0,0.37,0.67,0.0,0.0,4.62,0.8,77.43,0.56,7.85,2.93,0.0,0.0,1.24,0.04,0.77,70.75,0.0,4.88,0.0,0.38,0.39,0.0,0.0,1.63,0.39,69.86,0.5,14.82,5.15,0.0,0.0,1.94,0.05,0.61,73.88,0.0,2.18,0.0,0.22,0.39,0.0,0.0,5.01,0.45,73.12,0.31,11.92,5.63,0.0,0.0,0.75,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,102.0,29.3,0.0,0.0,0.18,0.0,0.28,0.09,0.12,0.0,10.63,54.04,32.16,3.83,40.93,0.0,25.58,29.66,0.0,0.12,2.79,1.34,0.71,5.18,48.61,74.83,45.29,71.44,20.73,41.15,38.12,0.21,61.35,3154.6,4003,2580,3145,286.1,2591,0.404,0.397,16.8,0.918,0.397,-22.917432184156517
