DRAIN_SQKM,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,NDAMS_2009,DDENS_2009,STOR_NID_2009,STOR_NOR_2009,MAJ_NDAMS_2009,MAJ_DDENS_2009,PROXIM_NEAREST_DAM,PROXIM_DIS_ALLDAMS,PROXIM_NEAREST_MAJ_DAM,PROXIM_DIS_ALL_MAJ_DAMS,CANALS_PCT,PROXIM_NEAREST_CANAL,PROXIM_DIS_ALLCANALS,CANALS_MAINSTEM_PCT,NPDES_MAJ_DENS,PROXIM_NEAREST_MAJ_NPDES,PROXIM_DIS_ALL_MAJ_NPDES,FRESHW_WITHDRAWAL,MINING92_PCT,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER,FRAGUN_BASIN,HIRES_LENTIC_NUM,HIRES_LENTIC_DENS,HIRES_LENTIC_MEANSIZ,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,MAINS100_DEV,MAINS100_FOREST,MAINS100_PLANT,MAINS100_11,MAINS100_12,MAINS100_21,MAINS100_22,MAINS100_23,MAINS100_24,MAINS100_31,MAINS100_41,MAINS100_42,MAINS100_43,MAINS100_52,MAINS100_71,MAINS100_81,MAINS100_82,MAINS100_90,MAINS100_95,MAINS800_DEV,MAINS800_FOREST,MAINS800_PLANT,MAINS800_11,MAINS800_12,MAINS800_21,MAINS800_22,MAINS800_23,MAINS800_24,MAINS800_31,MAINS800_41,MAINS800_42,MAINS800_43,MAINS800_52,MAINS800_71,MAINS800_81,MAINS800_82,MAINS800_90,MAINS800_95,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,RIP100_12,RIP100_21,RIP100_22,RIP100_23,RIP100_24,RIP100_31,RIP100_41,RIP100_42,RIP100_43,RIP100_52,RIP100_71,RIP100_81,RIP100_82,RIP100_90,RIP100_95,RIP800_DEV,RIP800_FOREST,RIP800_PLANT,RIP800_11,RIP800_12,RIP800_21,RIP800_22,RIP800_23,RIP800_24,RIP800_31,RIP800_41,RIP800_42,RIP800_43,RIP800_52,RIP800_71,RIP800_81,RIP800_82,RIP800_90,RIP800_95,CDL_CORN,CDL_SORGHUM,CDL_SOYBEANS,CDL_SUNFLOWERS,CDL_BARLEY,CDL_SPRING_WHEAT,CDL_WINTER_WHEAT,CDL_OATS,CDL_ALFALFA,CDL_OTHER_HAYS,CDL_DRY_BEANS,CDL_POTATOES,CDL_FALLOW_IDLE,CDL_OTHER_CROPS,CDL_ALL_OTHER_LAND,NITR_APP_KG_SQKM,PHOS_APP_KG_SQKM,PESTAPP_KG_SQKM,PDEN_2000_BLOCK,PDEN_DAY_LANDSCAN_2007,PDEN_NIGHT_LANDSCAN_2007,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV,PADCAT1_PCT_BASIN,PADCAT2_PCT_BASIN,PADCAT3_PCT_BASIN,HGA,HGB,HGAD,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_NORTHNESS,ASPECT_EASTNESS,median
231.9,8,2.72,71.49,52.57,0.78,1.9,6.93,1.797,11.2,-6.81,1.165,-7.1,56.2,56,235.3,181.3,238,175,133.2,123,13.7,7.6,12,7,358.5,61.6,0.111,6.6,5.9,7.33,8.22,7.3,4.34,5.85,5.19,4.6,4.53,6.02,5.65,-9.59,-8.4,-5.85,-1.62,3.51,8.1,11.4,10.43,6.7,1.28,-5.54,-8.94,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.83,0.9718400687876182,0.9696904557179707,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0,0.0,0.61,3,1.56,0.31,0.0,0.08,65.1,0.9,0.0,9.62,4.6,68.33,22.87,4.97,0.0,0.0,0.0,3.83,1.7,90,0.388,2.1,0.09,62.71,0.0,0.01,18.57,0.09,0.0,0.0,0.0,8.87,0.5,62.2,0.0,0.02,8.47,0.0,0.0,1.19,0.08,0.55,62.84,0.0,0.0,7.69,0.55,0.0,0.0,0.0,1.28,1.13,61.71,0.0,0.0,5.92,0.0,0.0,21.31,0.41,0.6,72.02,0.0,0.0,8.59,0.6,0.0,0.0,0.0,5.5,2.4,69.61,0.0,0.08,5.76,0.0,0.0,6.98,0.47,0.19,79.9,0.0,0.06,7.18,0.19,0.0,0.0,0.0,2.01,0.68,79.23,0.0,0.06,4.87,0.0,0.0,5.42,0.31,0.13,72.65,0.0,0.01,13.29,0.13,0.0,0.0,0.0,5.52,0.69,71.96,0.0,0.02,6.59,0.0,0.0,1.68,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.0,8.6,0.0,0.01,1.46,0.01,0.26,0.21,0.04,0.0,0.1,12.83,85.96,22.99,33.82,0.0,22.06,21.13,0.0,0.07,7.3,1.46,0.61,5.35,50.55,59.64,23.75,54.12,11.74,32.28,55.98,0.11,37.97,3320.3,4121,2674,3354,268.2,2674,0.447,0.47,35.3,0.824,-0.566,-18.049242424242443
479.5,19,1.9,62.4,35.71,1.5,3.2,8.41,2.209,11.8,-6.09,1.225,-6.4,55.9,57,236.7,177.8,236,174,125.8,99,12.7,7.2,10,6,380.5,56.5,0.09,5.48,5.05,6.28,6.82,6.27,4.09,5.26,4.86,4.32,4.04,5.2,4.76,-8.95,-7.65,-4.77,-0.38,4.75,9.29,12.57,11.58,7.79,2.43,-4.59,-8.32,3,0.63,12.38,8.99,3,0.63,0.9580825451418744,0.9578675838349097,0.9580825451418744,0.9578675838349097,5.04,0.9963456577815993,0.9634565778159931,0.0,0.21,0.9591573516766982,0.9591573516766982,31.1,0.16,0.48,0,0.0,0.83,4,1.35,1.17,0.0,0.76,66.0,1.0,0.1,10.11,23.6,63.21,17.6,5.8,4.4,0.0,0.0,8.98,3.1,185,0.386,19.7,0.24,64.28,0.27,0.41,9.68,0.23,0.01,0.0,0.0,4.98,1.67,62.5,0.11,7.02,9.52,0.25,0.02,3.1,0.48,0.51,54.5,0.64,0.1,3.87,0.51,0.0,0.0,0.0,0.64,1.01,53.48,0.0,12.54,4.8,0.64,0.0,21.44,0.96,0.89,57.66,0.79,0.03,4.38,0.88,0.01,0.0,0.0,2.81,2.3,55.35,0.01,18.05,6.11,0.67,0.12,8.24,1.05,0.44,67.11,0.54,1.51,2.91,0.43,0.01,0.0,0.0,1.04,3.12,63.76,0.23,10.93,6.3,0.51,0.03,8.15,1.06,0.3,68.67,0.34,0.51,6.23,0.28,0.02,0.0,0.0,2.96,2.04,66.5,0.14,8.22,8.47,0.31,0.03,3.71,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,99.9,81.2,18.3,0.0,0.07,2.13,0.11,0.52,0.21,0.13,0.0,0.08,9.12,74.08,14.47,49.47,0.0,18.55,17.51,0.0,0.08,5.9,1.44,0.45,5.6,52.37,65.29,28.26,59.82,14.45,32.01,53.54,0.14,32.13,3090.1,4121,2381,3079,349.2,2386,0.408,0.401,27.6,0.977,-0.214,-16.123786407766996
595.2,21,1.74,58.24,36.22,1.78,3.2,8.95,2.279,11.7,-5.97,1.145,-5.7,55.9,59,237.4,176.6,234,176,121.0,97,12.2,7.0,10,6,389.3,53.8,0.08,4.96,4.6,5.74,6.2,5.88,3.95,5.07,4.67,4.2,3.86,4.8,4.32,-8.91,-7.56,-4.45,0.09,5.23,9.75,13.03,12.04,8.21,2.83,-4.28,-8.24,8,1.34,211.51,208.3,4,0.67,1.0,0.9692605331040413,1.0,0.9610920034393808,7.46,0.9929062768701633,0.9720550300945829,0.0,0.17,0.9494840928632846,0.9494840928632846,31.2,0.13,4.47,1,3.0,0.96,5,1.35,3.27,9.46,1.56,66.4,1.0,0.3,10.16,28.9,60.98,15.22,6.37,3.95,0.54,0.0,12.94,5.4,236,0.397,39.4,0.24,59.61,1.15,1.26,7.64,0.23,0.01,0.0,0.0,3.96,2.58,56.83,0.21,14.24,8.26,1.13,0.02,3.03,0.59,0.51,48.47,0.62,10.24,3.43,0.51,0.0,0.0,0.0,0.57,0.88,47.59,0.0,11.89,4.32,0.62,0.0,19.07,0.87,0.78,51.28,1.5,5.63,3.88,0.78,0.01,0.0,0.0,2.48,2.03,49.25,0.01,19.83,6.1,1.4,0.1,7.36,1.15,0.32,57.42,2.79,2.92,2.06,0.31,0.01,0.0,0.0,0.73,4.46,52.68,0.29,20.13,5.12,2.75,0.04,7.35,1.15,0.28,62.17,1.36,1.48,4.78,0.27,0.01,0.0,0.0,2.27,3.02,58.9,0.24,16.17,7.29,1.33,0.03,3.49,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,99.35,184.6,41.2,0.0,0.17,1.94,0.2,0.62,0.24,0.15,0.0,0.04,7.44,67.3,11.59,53.38,0.0,16.91,18.11,0.0,0.09,5.25,1.42,0.43,5.68,52.29,68.87,32.9,63.66,16.74,33.08,50.17,0.16,29.78,2994.5,4121,2338,2968,376.2,2377,0.368,0.353,25.0,0.984,0.177,-16.53846153846154
375.5,11,1.87,61.74,31.54,2.67,3.5,10.37,1.11,12.5,-5.51,0.57,-5.9,56.5,60,231.5,182.0,234,175,113.2,89,11.5,7.2,9,6,415.5,52.9,0.141,7.01,5.18,6.03,5.9,5.93,3.26,4.38,3.56,3.68,4.72,5.72,6.54,-8.57,-7.14,-3.51,1.42,6.57,11.17,14.47,13.58,9.23,3.91,-3.38,-7.95,9,2.4,10.37,7.22,1,0.27,0.983877901977644,0.9649613069647464,0.9651762682717111,0.9651762682717111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,2.16,0,0.0,0.75,4,1.74,1.97,1.57,0.49,59.7,2.6,2.2,10.83,153.4,59.63,21.85,9.09,7.95,0.0,0.0,1.48,7.4,288,0.767,6.4,0.9,38.35,2.3,0.24,0.0,0.72,0.17,0.01,0.0,0.08,12.53,25.55,0.27,36.32,15.98,2.3,0.0,5.0,0.82,6.2,18.93,16.81,0.75,0.0,4.41,1.69,0.11,0.0,0.0,2.87,16.06,0.0,16.95,9.84,16.81,0.0,25.49,5.02,3.45,28.86,6.51,0.2,0.0,2.59,0.83,0.02,0.0,0.01,6.76,22.09,0.01,36.06,15.2,6.51,0.0,7.73,1.99,2.09,25.12,5.89,0.64,0.0,1.58,0.48,0.03,0.0,0.02,8.61,16.32,0.2,37.28,13.88,5.89,0.0,12.97,2.11,1.09,36.03,2.83,0.27,0.0,0.88,0.21,0.01,0.0,0.08,12.7,23.04,0.28,37.27,15.87,2.83,0.0,5.57,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,98.71,503.5,116.4,0.1,0.16,0.08,0.17,0.87,0.31,0.18,0.0,0.0,18.66,45.31,1.95,53.54,0.21,32.13,12.17,0.0,0.12,2.57,1.37,0.5,5.86,54.46,79.3,49.57,75.36,26.24,37.1,36.66,0.23,28.32,2647.4,3333,2291,2629,186.8,2297,0.342,0.324,13.4,-0.687,0.727,-40.78444518940664
110.1,17,3.05,78.46,56.53,-0.23,0.9,5.85,1.86,9.4,-7.86,1.504,-6.7,55.7,55,231.4,184.3,232,182,133.6,111,14.1,7.4,13,6,334.4,63.4,0.111,6.4,5.92,7.98,10.78,7.54,3.73,6.11,6.01,4.14,5.57,7.81,6.31,-10.0,-9.02,-6.74,-2.73,2.27,7.11,10.1,9.01,5.61,0.42,-6.25,-9.37,2,1.82,52.22,33.07,2,1.82,0.9997850386930353,0.9892519346517626,0.9997850386930353,0.9892519346517626,9.62,0.9888220120378333,0.9832330180567498,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0,0.0,0.57,3,1.53,5.9,12.83,0.85,73.4,1.0,0.0,9.4,5.0,67.53,19.82,3.03,0.0,0.0,0.0,9.62,5.7,97,0.881,9.6,1.06,41.57,0.0,0.62,4.89,0.85,0.21,0.0,0.0,24.17,1.12,40.44,0.01,0.03,24.58,0.0,0.0,3.08,0.01,8.79,29.16,0.0,8.25,6.59,7.05,1.62,0.12,0.0,9.47,1.12,28.04,0.0,0.0,11.63,0.0,0.0,25.95,0.17,3.86,51.34,0.0,1.89,4.78,2.91,0.92,0.02,0.0,18.84,3.01,48.27,0.06,0.0,12.93,0.0,0.0,6.32,0.05,2.61,45.49,0.0,3.44,4.48,2.04,0.53,0.03,0.0,11.24,0.86,44.63,0.0,0.06,19.06,0.0,0.0,13.59,0.05,1.34,44.73,0.0,0.84,4.9,1.04,0.29,0.01,0.0,21.24,1.56,43.15,0.02,0.04,22.99,0.0,0.0,3.92,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,61.1,19.1,0.0,9.72,6.75,7.87,0.84,0.45,0.26,0.0,1.31,14.89,70.62,25.23,28.97,0.0,23.7,22.09,0.0,0.08,7.68,1.44,0.82,5.29,49.29,57.99,23.24,52.24,11.85,32.83,55.32,0.11,41.8,3548.3,4326,2999,3524,275.4,3025,0.414,0.396,32.7,0.925,0.381,-17.01388888888892
319.6,15,2.46,69.58,43.0,0.64,1.8,7.09,2.094,10.9,-7.14,1.258,-6.6,55.7,56,233.2,182.4,233,181,124.5,110,13.3,6.9,12,6,352.2,58.9,0.091,5.64,5.21,7.03,8.74,6.65,3.78,5.9,5.85,4.15,4.66,6.41,5.36,-9.34,-8.31,-5.86,-1.63,3.43,8.06,11.15,10.2,6.59,1.38,-5.36,-8.73,3,0.94,18.14,11.49,2,0.63,0.9774290627687017,0.968615649183147,0.9729148753224419,0.9641014617368874,3.36,0.9649613069647464,0.9580825451418744,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0,0.0,0.58,3,1.51,2.01,6.95,0.35,73.9,1.0,0.0,9.87,5.5,69.81,12.43,8.82,0.0,0.0,0.0,8.94,7.1,185,0.579,6.0,4.08,58.32,0.0,0.23,2.52,2.11,1.32,0.62,0.02,13.14,2.34,55.9,0.08,0.05,19.43,0.0,0.0,2.21,0.02,28.91,30.2,0.0,4.62,3.63,9.76,10.75,7.79,0.61,5.0,1.34,28.81,0.05,0.23,8.27,0.0,0.0,18.98,0.16,17.68,52.77,0.0,1.06,2.68,6.19,7.12,4.2,0.16,10.34,4.26,48.31,0.2,0.19,9.61,0.0,0.0,5.55,0.14,10.55,58.82,0.0,1.2,1.63,5.1,3.17,2.16,0.12,5.12,2.96,55.72,0.13,0.09,13.44,0.0,0.0,9.07,0.08,5.52,61.6,0.0,0.31,2.15,2.82,1.81,0.86,0.03,10.11,2.76,58.74,0.1,0.07,17.45,0.0,0.0,2.78,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.4,10.0,0.0,22.47,22.62,19.19,1.26,0.6,1.25,0.02,0.37,5.1,71.88,18.84,39.94,0.0,20.37,20.86,0.0,0.08,6.75,1.44,1.25,5.41,51.94,62.31,25.81,56.3,13.68,31.99,54.33,0.13,36.38,3352.2,4326,2757,3328,309.8,2757,0.379,0.364,27.9,0.947,0.321,-11.397148676171087
150.2,7,2.35,75.77,55.18,0.61,1.1,5.84,1.664,9.4,-7.61,1.233,-5.6,56.2,56,236.8,182.0,234,184,130.3,125,13.2,7.4,13,7,349.7,63.5,0.113,6.83,6.11,7.66,9.07,7.91,4.52,6.26,5.72,4.6,4.93,6.26,5.89,-10.33,-9.17,-6.79,-2.7,2.48,7.16,10.4,9.39,5.74,0.28,-6.37,-9.64,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.999140154772141,0.9926913155631987,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0,0.0,0.5,3,1.34,0.87,0.0,0.17,72.2,0.9,0.0,9.38,3.5,63.28,18.78,8.94,0.0,0.0,0.0,9.0,3.9,61,0.406,4.1,1.1,40.97,0.0,0.03,4.99,0.91,0.16,0.02,0.0,19.28,1.64,39.31,0.02,0.0,31.44,0.0,0.0,2.2,0.0,0.59,61.87,0.0,0.18,0.0,0.32,0.27,0.0,0.0,0.93,4.69,57.02,0.16,0.0,17.22,0.0,0.0,19.22,0.0,0.81,71.36,0.0,0.03,0.66,0.42,0.32,0.07,0.0,5.74,7.63,63.61,0.12,0.0,17.05,0.0,0.0,4.35,0.0,4.12,59.09,0.0,0.14,1.58,3.16,0.86,0.1,0.0,3.81,2.58,56.46,0.05,0.0,19.36,0.0,0.0,11.91,0.0,1.69,52.9,0.0,0.04,2.96,1.4,0.26,0.03,0.0,12.3,2.56,50.31,0.04,0.0,26.83,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.0,11.7,0.1,1.83,2.39,0.55,0.75,0.72,0.19,0.0,0.0,13.23,79.07,25.73,29.27,0.0,23.58,21.42,0.0,0.08,7.88,1.45,0.7,5.26,49.94,58.21,23.2,52.66,11.76,32.44,55.8,0.11,40.14,3501.8,4344,2843,3524,250.1,2850,0.439,0.454,36.5,-0.319,-0.948,-7.864900346103342
224.3,11,2.09,74.19,49.14,-0.42,1.2,6.76,1.745,10.8,-7.39,0.985,-6.3,56.3,56,228.0,188.2,231,184,140.8,113,14.8,7.5,12,7,330.9,66.9,0.138,7.39,6.12,8.34,8.92,6.67,3.55,5.64,5.28,3.96,4.84,7.2,6.46,-9.75,-8.71,-6.22,-2.1,2.92,7.64,10.75,9.71,6.11,0.99,-5.91,-9.17,2,0.89,33.36,24.6,1,0.45,0.9647463456577816,0.9621668099742046,0.9595872742906276,0.9595872742906276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.35,0.0,0,0.0,0.56,3,1.16,1.12,0.0,2.13,70.3,1.0,0.0,10.02,6.5,66.04,21.0,12.96,0.0,0.0,0.0,0.0,7.4,135,0.602,35.4,2.48,46.06,0.0,0.87,1.99,1.76,0.49,0.22,0.01,14.08,2.38,43.62,0.06,0.14,30.75,0.0,0.0,3.55,0.09,29.2,32.51,0.0,5.75,0.0,15.59,7.72,5.64,0.25,7.32,2.3,29.3,0.91,0.0,9.9,0.0,0.0,15.0,0.32,9.27,63.64,0.0,2.39,0.0,5.67,2.21,1.35,0.05,6.31,6.1,57.23,0.31,0.08,13.49,0.0,0.0,4.53,0.28,10.2,45.85,0.0,2.22,0.31,6.36,2.4,1.38,0.04,4.31,2.64,42.96,0.26,0.45,21.24,0.0,0.0,15.09,0.33,3.5,52.2,0.0,0.75,1.17,2.46,0.71,0.32,0.01,9.3,3.35,48.76,0.09,0.17,28.15,0.0,0.0,4.64,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.2,11.4,0.0,0.63,9.26,0.8,0.7,0.51,0.47,0.0,12.88,11.0,59.51,17.42,45.67,0.0,18.8,18.11,0.0,0.09,7.1,1.4,2.04,5.38,53.66,63.06,27.72,56.63,16.25,32.19,51.56,0.14,37.62,3416.1,4233,2778,3418,238.7,2780,0.439,0.44,31.1,0.826,0.564,-4.802514673415544
851.6,24,2.19,68.9,35.49,0.49,1.6,7.15,2.138,11.4,-7.16,1.172,-6.7,56.1,59,232.2,184.1,231,184,128.4,106,13.5,7.1,12,7,350.0,61.0,0.101,6.08,5.41,7.16,8.27,6.61,3.79,5.77,5.48,4.12,4.51,6.2,5.49,-9.49,-8.41,-5.91,-1.67,3.42,8.04,11.18,10.22,6.56,1.32,-5.46,-8.87,7,0.82,457.49,378.82,4,0.47,0.9980653482373173,0.9630266552020637,0.9980653482373173,0.9610920034393808,4.92,0.9944110060189165,0.9724849527085124,0.0,0.35,0.9883920894239038,0.9871023215821152,4.2,0.36,0.0,1,1.8,0.59,4,1.22,5.32,21.44,2.26,72.6,1.0,0.0,9.9,5.8,63.94,16.39,11.74,1.32,0.0,0.0,6.61,8.6,491,0.577,39.3,3.83,53.33,0.0,1.83,2.51,1.99,1.28,0.52,0.03,12.37,2.81,50.34,0.18,0.33,23.09,0.0,0.0,2.65,0.07,25.59,24.27,0.0,24.69,0.0,11.92,8.34,5.12,0.21,5.32,1.77,21.75,0.75,0.5,8.07,0.0,0.0,11.34,0.23,11.82,51.53,0.0,16.72,0.0,4.97,4.47,2.24,0.14,4.59,4.58,46.71,0.24,0.32,10.74,0.0,0.0,4.07,0.2,10.07,53.72,0.0,4.52,0.98,5.36,3.08,1.54,0.08,3.79,3.93,49.29,0.5,0.73,15.37,0.0,0.0,10.57,0.27,5.13,58.01,0.0,2.31,1.74,2.68,1.72,0.69,0.04,8.71,3.56,54.21,0.24,0.44,20.19,0.0,0.0,3.37,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.1,10.3,0.0,16.02,19.71,14.32,1.07,0.61,1.07,0.04,3.71,8.49,69.4,17.88,41.83,0.0,19.47,20.82,0.0,0.08,6.82,1.43,1.51,5.41,52.66,62.79,26.53,56.65,14.57,31.98,53.45,0.14,35.48,3339.4,4344,2677,3352,311.3,2677,0.397,0.405,29.2,0.952,0.306,-21.083835519319393
1494.9,20,1.64,65.91,37.48,0.82,3.9,7.97,2.36,11.6,-6.84,1.219,-5.0,56.4,55,233.9,182.6,250,163,124.0,97,12.9,7.0,10,6,360.5,59.0,0.099,5.9,5.29,6.85,7.65,6.28,3.72,5.53,5.1,4.06,4.36,5.9,5.3,-9.28,-8.13,-5.35,-0.98,4.13,8.71,11.86,10.89,7.14,1.87,-5.02,-8.67,9,0.6,354.2,309.19,5,0.33,0.999140154772141,0.9138005159071366,0.999140154772141,0.9120808254514188,4.42,0.9944110060189165,0.9294926913155632,0.0,0.27,0.9226139294926913,0.9140154772141015,4.3,0.2,0.54,2,27.8,0.74,4,1.45,5.66,24.29,2.08,70.1,1.0,0.2,9.77,24.0,63.78,18.05,7.41,4.73,0.0,0.0,6.03,8.2,1077,0.72,28.9,3.14,51.74,0.46,1.65,4.1,1.62,1.09,0.41,0.03,11.01,4.35,46.93,0.47,6.5,18.79,0.46,0.0,2.43,0.16,16.51,15.09,2.48,22.68,0.0,7.22,5.69,3.34,0.26,2.15,1.0,13.72,0.36,12.81,6.35,2.48,0.0,20.99,0.93,10.45,29.91,3.59,12.95,0.0,4.49,3.85,1.92,0.2,1.92,4.44,25.23,0.25,25.25,8.61,3.59,0.0,6.35,0.97,6.14,51.8,0.92,3.89,2.58,3.11,2.05,0.91,0.06,3.4,5.92,45.23,0.64,10.49,12.15,0.92,0.0,8.23,0.39,3.84,54.63,0.58,1.94,3.26,1.96,1.34,0.5,0.04,8.18,5.1,48.98,0.55,7.93,16.55,0.58,0.0,2.87,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,99.77,104.2,28.4,0.0,14.8,13.99,13.47,0.86,0.42,0.88,0.07,13.17,15.32,51.91,14.19,48.32,0.0,17.01,20.48,0.0,0.09,5.97,1.42,1.6,5.5,53.18,66.02,30.3,59.9,16.59,32.86,50.55,0.16,32.53,3209.9,4344,2335,3228,376.8,2355,0.435,0.444,28.5,0.918,0.396,-10.02710027100272
6148.4,20,1.32,61.53,34.29,1.75,3.1,9.04,2.367,13.0,-6.04,1.271,-5.3,56.3,56,234.7,179.0,238,170,119.9,85,12.0,7.0,8,5,388.8,52.9,0.092,5.58,4.9,6.07,6.76,6.29,3.76,4.94,4.58,4.01,4.23,5.35,5.05,-8.93,-7.63,-4.44,0.13,5.27,9.88,13.14,12.18,8.18,2.91,-4.16,-8.24,60,0.98,243.5,226.5,20,0.33,0.9946259673258814,0.9307824591573517,0.9810834049871023,0.911006018916595,6.87,0.9860275150472915,0.9183147033533964,1.8,0.11,0.9202493551160791,0.8849957007738607,24.7,0.06,4.96,3,30.8,0.8,6,1.8,4.02,36.76,1.52,66.3,1.1,0.8,10.44,56.6,58.44,17.34,8.44,5.46,0.73,0.65,8.95,7.3,3035,0.494,30.9,1.5,53.74,1.77,1.28,4.44,0.89,0.48,0.13,0.01,4.92,3.56,49.96,0.22,18.31,11.05,1.75,0.01,2.48,0.51,5.68,24.24,8.47,9.88,0.01,4.65,0.98,0.05,0.0,0.25,1.28,22.9,0.05,14.72,5.67,8.46,0.0,27.26,3.82,6.4,34.55,8.45,4.77,0.12,4.55,1.75,0.11,0.0,0.96,0.99,33.49,0.06,25.57,5.75,8.43,0.03,9.67,3.76,2.51,47.5,3.65,2.62,1.93,1.52,0.74,0.23,0.01,1.21,3.86,43.39,0.25,23.61,8.2,3.62,0.02,7.75,1.02,1.76,54.15,2.16,1.42,3.03,1.05,0.55,0.15,0.01,3.39,3.89,50.02,0.24,20.59,9.98,2.15,0.01,2.91,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,99.05,259.3,59.0,0.1,5.44,5.05,5.03,0.82,0.35,0.46,0.04,9.54,15.79,48.03,9.54,51.1,0.21,20.71,18.44,0.0,0.1,4.89,1.41,0.77,5.62,53.04,70.97,35.42,65.62,19.09,32.92,47.99,0.18,29.7,2928.4,4344,2226,2870,396.1,2248,0.332,0.304,23.0,0.806,0.592,-14.167948869688718
